Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,T1_kgdw_ha,T2_kgdw_ha,T3_kgdw_ha,Stover_kgdw_ha,Grain_kgdw_ha,Cob_kgdw_ha,Total_kgdw_ha,T1_FracN.leco,T1_FracC.leco,T2_FracN.leco,T2_FracC.leco,T3_FracN.leco,T3_FracC.leco,Stover_FracN.leco,Stover_FracC.leco,Grain_FracN.leco,Grain_FracC.leco,T2_d15N,T2_X15N_AtPercent,T2_FracN,stover_d15N,stover_X15N_AtPercent,stover_FracN,grain_d15N,grain_X15N_AtPercent,grain_FracN,Stover_FracN_fromSoil,Grain_FracN_fromSoil,T2_FracN_fromSoil,Cob_FracN_fromSoil,Stover_FracN_fromFert,Grain_FracN_fromFert,T2_FracN_fromFert,Cob_FracN_fromFert,T0_BG_activity.g,T0_BX_activity.g,T0_CB_activity.g,T0_LAP_activity.g,T0_NAG_activity.g,T1_BG_activity.g,T1_BX_activity.g,T1_CB_activity.g,T1_LAP_activity.g,T1_NAG_activity.g,T2_BG_activity.g,T2_BX_activity.g,T2_CB_activity.g,T2_LAP_activity.g,T2_NAG_activity.g,T3_BG_activity.g,T3_BX_activity.g,T3_CB_activity.g,T3_LAP_activity.g,T3_NAG_activity.g,T2_kgN_ha,Grain_kgN_ha,Stover_kgN_ha,Cob_kgN_ha,Final_kgN_ha,T1_kgN_ha,T3_kgN_ha,Grain_kgFertN_ha,Grain_kgSoilN_ha,Stover_kgFertN_ha,Stover_kgSoilN_ha,Cob_kgFertN_ha,Cob_kgSoilN_ha,Total_kgFertN_ha,Total_kgSoilN_ha,T2_kgFertN_ha,T2_kgSoilN_ha,NUtE,R_Year.c,PostAnthesis_kgdw_ha,PostAnthesis_kgN_ha,PostAnthesis_N_kgFertN_ha,PostAnthesis_N_kgSoilN_ha
1,5,c,0,55,1-5c_0,1961,1961,Treated,1961,2,356.1,3081,NA,3082.415713,2275.730736,478.4104982,5836.556947,0.017298,0.40901,0.0088051,0.42433,NA,NA,0.0040839,0.42773,0.01059,0.44053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1285131,24.09998849,12.58827753,1.953780634,38.64204666,6.1598178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8926036,26,2755.556947,11.51353356,NA,NA
1,5,c,85,56,1-5c_85,1961,1961,Treated,1961,2,472.8,5724,NA,4124.696515,3221.282307,602.2613254,7948.240147,0.021112,0.41181,0.010607,0.43149,NA,NA,0.0051138,0.43945,0.011577,0.43927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.87606544,23.13123215,16.81807757,181.5912817,20.85255784,NA,NA,NA,NA,NA,60.714468,37.29278527,21.09287304,3.079843966,61.46550227,9.9817536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.40797176,26,2224.240147,0.751034272,NA,NA
1,5,c,170,57,1-5c_170,1961,1961,Treated,1961,2,582,5155.5,NA,4870.47462,5084.254877,954.73317,10909.46267,0.026857,0.41457,0.013465,0.43503,NA,NA,0.0048298,0.45107,0.0151,0.44354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4188075,76.77224864,23.52341832,4.611170264,104.9068372,15.630774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.46447583,26,5753.962667,35.48802973,NA,NA
2,1,a,85,61,2-1a_85,1961,1961,Treated,1961,2,337.5,4149.75,NA,4223.54747,3640.672077,694.4508167,8558.670364,0.025471,0.4177,0.011477,0.43335,NA,NA,0.0035215,0.4488,0.011378,0.4413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9691927,23.51191646,21.76905819,196.2028199,26.39590547,NA,NA,NA,NA,NA,47.62668075,41.42356689,14.87322242,2.445508551,58.74229786,8.5964625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.97701162,26,4408.920364,11.11561711,NA,NA
2,1,a,0,62,2-1a_0,1961,1961,Treated,1961,2,311.4,2754,NA,3029.119228,1697.303413,386.5461382,5112.968779,0.021376,0.41811,0.0086305,0.42203,NA,NA,0.0049177,0.43639,0.011567,0.44155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.768397,19.63270858,14.89629963,1.900917944,36.42992615,6.6564864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.59091007,26,2358.968779,12.66152915,NA,NA
2,1,a,170,63,2-1a_170,1961,1961,Treated,1961,2,521.4,7836,NA,7021.156726,6735.719849,1088.873883,14845.75046,0.027821,0.42763,0.014735,0.4383,NA,NA,0.0042541,0.45039,0.014014,0.44243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.46346,94.39437796,29.86870283,4.632178386,128.8952592,14.5058694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.25731258,26,7009.750458,13.43179918,NA,NA
3,3,d,85,154,3-3d_85,1961,1961,Treated,1961,2,1599,9186,NA,4218.411893,6571.38174,1026.309701,11816.10333,0.027503,0.4283,0.012519,0.4378,NA,NA,0.0037964,0.45285,0.012224,0.43812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.68828827,20.85906091,21.64223563,153.6729614,23.51847784,NA,NA,NA,NA,NA,114.999534,80.32857039,16.01477891,3.896282149,100.2396314,43.977297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55672287,26,2630.103334,-14.75990255,NA,NA
3,3,d,0,155,3-3d_0,1961,1961,Treated,1961,2,1546.8,9058.5,NA,2569.748534,2704.657669,593.9137693,5868.319972,0.024082,0.42621,0.0070276,0.43084,NA,NA,0.003205,0.45241,0.011157,0.43763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6595146,30.17586561,8.236044051,1.903493631,40.3154033,37.2500376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.08745164,26,-3190.180028,-23.3441113,NA,NA
3,3,d,170,156,3-3d_170,1961,1961,Treated,1961,2,893.4,10357.5,NA,4958.907559,8347.674452,1545.147123,14851.72913,0.033229,0.41852,0.012731,0.43356,NA,NA,0.004101,0.45677,0.014068,0.43587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8613325,117.4350842,20.3364799,6.336648351,144.1082124,29.6867886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.92643119,26,4494.229134,12.24687994,NA,NA
4,4,d,85,226,4-4d_85,1961,1961,Treated,1961,2,816.3,6523.5,NA,4553.568337,5844.136945,1004.644277,11402.34956,0.021525,0.42485,0.0050007,0.2176692,NA,NA,0.0033147,0.44701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78400259,19.61641677,17.49004061,121.8317314,23.38761692,NA,NA,NA,NA,NA,32.62206645,NA,15.09371297,3.330094385,NA,17.5708575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4878.849559,NA,NA,NA
4,4,d,0,227,4-4d_0,1961,1961,Treated,1961,2,461.4,3259.5,NA,1834.208588,2109.808827,438.9385226,4382.955938,0.021755,0.42251,0.0064673,0.42864,NA,NA,0.00459,0.43634,0.011147,0.43514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.08016435,23.51803899,8.419017419,2.014727819,33.95178423,10.037757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.14132408,26,1123.455938,12.87161988,NA,NA
4,4,d,170,228,4-4d_170,1961,1961,Treated,1961,2,225.6,5350.5,NA,2460.43208,3487.793708,748.9539516,6697.17974,0.027313,0.43276,0.011613,0.43426,NA,NA,0.0041549,0.44606,0.01231,0.43846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1353565,42.93474055,10.22284925,3.111828774,56.26941857,6.1618128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.98382348,26,1346.67974,-5.865937932,NA,NA
1,3,c,0,31,1-3c_0,1971,1971,Treated,1971,2,282,4437,4845,2946.455016,842.6949498,170.884463,3960.034429,0.017682,0.41705,0.0086541,0.42034,0.0062384,0.43003,0.0074824,0.4217,0.010507,0.43906,16.32376992,0.372260477,0.008404216,15.96709641,0.372130321,0.007033279,14.02733413,0.37142246,0.010610326,1.003477809,1.001378282,1.004059733,1.001378282,-0.003477809,-0.001378282,-0.004059733,-0.001378282,NA,NA,NA,NA,NA,93.4218817,15.50413327,19.49832511,40.09378579,19.13387044,NA,NA,NA,NA,NA,78.89075093,28.67969328,20.18927373,248.1479872,14.86111493,38.3982417,8.854195838,22.04655501,1.278625906,32.17937676,4.986324,1.7592288,-0.01232359,8.953591726,-0.072071469,20.79531166,-0.001762307,1.280388213,-0.086157366,31.0292916,-0.151385439,37.44089183,26.18742296,36,-476.9655712,-6.218864945,0.065228072,-6.411600234
1,3,c,85,32,1-3c_85,1971,1971,Treated,1971,2,447.6,5175,8616,4171.895979,4160.497849,730.6586162,9063.052444,0.01694,0.39342,0.0091423,0.43038,0.0066468,0.433535,0.004416,0.43887,0.010444,0.44502,811.0376809,0.661424057,0.009147883,565.3405342,0.572204426,0.004423274,755.1821253,0.641155379,0.009859066,0.68371412,0.571670458,0.541547025,0.571670458,0.31628588,0.428329542,0.458452975,0.428329542,NA,NA,NA,NA,NA,84.8678893,15.99602177,25.63268738,42.88767966,19.92456792,100.5287338,24.31244669,26.00395071,191.2142398,21.10129503,97.72353975,23.9607054,22.19016035,206.6468234,22.86600167,47.3114025,43.45223953,18.42309264,3.226588449,65.10192063,7.582344,2.97510768,17.56948796,23.44913493,5.836562192,12.61687682,1.382043153,1.844545296,24.7880933,37.91055705,21.70329888,25.63699564,63.90745171,36,3888.052444,17.79051813,3.084794423,12.2735614
1,3,c,170,33,1-3c_170,1971,1971,Treated,1971,2,610.5,6019.2,13227,3654.459083,5324.383314,861.6502011,9840.492598,0.028685,0.42262,0.013367,0.43811,0.0085247,0.43711,0.0049066,0.44736,0.010509,0.44067,993.232694,0.727480932,0.014286031,713.2087687,0.625918784,0.005015442,872.1558443,0.683592939,0.010454222,0.597866423,0.504063761,0.435890067,0.504063761,0.402133577,0.495936239,0.564109933,0.495936239,NA,NA,NA,NA,NA,69.91559571,15.3991652,14.90531872,29.05604005,13.5112961,NA,NA,NA,NA,NA,137.7034566,35.4932375,34.75688208,239.8699778,36.71816314,80.4586464,55.95394425,17.93096894,4.227772877,78.11268606,17.5121925,5.20432935,27.60494434,28.05734084,7.370596784,10.95813079,2.096705778,2.131067099,37.0722469,41.14653873,48.50808268,37.48239511,68.16285014,36,3821.292598,-2.34596034,-11.43583578,3.664143612
2,2,b,170,76,2-2b_170,1971,1971,Treated,1971,2,434.4,7462.5,12903,4758.114858,8413.940245,1429.266276,14601.32138,0.0283575,0.418225,0.014331,0.43467,0.009467,0.43635,0.0044308,0.44351,0.011335,0.43435,1097.443799,0.765224375,0.013870556,889.2816633,0.68980307,0.004740002,1008.732054,0.733096347,0.011331643,0.495764879,0.425200559,0.375520009,0.425200559,0.504235121,0.574799441,0.624479991,0.574799441,NA,NA,NA,NA,NA,84.17256605,24.16109221,23.45859939,49.362851,24.56397842,NA,NA,NA,NA,NA,67.23997779,20.34741077,15.56232413,221.9007378,14.71117146,106.9450875,95.37201268,21.08225531,6.332793016,122.787061,12.318498,4.1124648,54.803544,40.54022308,11.37225366,11.18122029,3.640085884,2.692707132,69.81588354,54.4141505,64.63931447,38.86970968,68.5246489,36,7138.821379,15.84197351,5.17656907,15.54444082
2,2,b,85,77,2-2b_85,1971,1971,Treated,1971,2,310.5,5338.5,11754,3715.213818,5153.560076,873.474413,9742.248307,0.020809,0.41495,0.0095705,0.44171,0.0093294,0.43976,0.0042551,0.44377,0.01028,0.44064,843.2437996,0.673107147,0.009270131,705.6922202,0.623189736,0.004169278,603.7174371,0.586150732,0.010281903,0.602228059,0.659297609,0.522860101,0.659297609,0.397771941,0.340702391,0.477139899,0.340702391,NA,NA,NA,NA,NA,107.8024621,23.16892064,27.69334902,51.80574116,25.78346288,77.32285228,19.74475779,21.64294689,180.7831549,25.23731984,105.6878094,39.52109916,39.23954957,255.9185469,26.2104427,51.09211425,52.97859758,15.80860632,3.716720975,72.50392487,6.4611945,2.8967787,18.05327623,34.93512858,6.161391597,9.328367639,1.266295724,2.450425251,25.48096355,46.71392147,23.61298288,25.87561146,71.07973927,36,4403.748307,21.41181062,1.867980663,20.83831001
2,2,b,0,78,2-2b_0,1971,1971,Treated,1971,2,270.6,3502.5,5799,2873.201129,2643.068872,439.1991307,5955.469132,0.020154,0.41206,0.008809,0.42553,0.0062894,0.42957,0.0050048,0.42218,0.010471,0.43963,18.29096763,0.372978338,0.010009618,15.08323395,0.371807782,0.004964216,13.91028263,0.371379745,0.010416305,1.003993299,1.001446331,1.002911525,1.001446331,-0.003993299,-0.001446331,-0.002911525,-0.001446331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.15526095,20.35637484,24.36826221,216.6759388,29.81160858,30.8535225,27.67557416,14.37979701,2.198103809,44.25347498,5.4536724,1.70191164,-0.03981895,27.57083046,-0.056957189,14.32014821,-0.003179185,2.201282995,-0.099955324,44.09226166,-0.102074255,35.1607613,59.7256797,36,2452.969132,13.39995248,0.002118931,8.931500356
3,1,a,85,121,3-1a_85,1971,1971,Treated,1971,2,689.1,7263,12981,2683.230242,4020.416696,695.54444,7399.191378,0.023951,0.41917,0.0079038,0.43248,0.0070515,0.43028,0.0038196,0.44055,0.009489,0.42589,754.8643292,0.641040035,0.008551144,546.5331457,0.565368323,0.003741437,617.0258314,0.590986137,0.010168852,0.69463976,0.651594391,0.574150955,0.651594391,0.30536024,0.348405609,0.425849045,0.348405609,NA,NA,NA,NA,NA,64.65722374,17.55899223,17.31889922,38.69625203,16.43075054,101.6813602,21.05695411,22.28366556,184.0996095,48.92054169,87.84578284,27.70709559,27.00318283,208.7838354,25.8522855,57.4052994,38.14973403,10.24886623,2.656701543,51.0553018,16.5046341,4.85918865,14.2438743,26.63914806,3.065553259,6.973583648,0.925609719,1.731091824,18.23503727,35.34382354,26.44818913,35.65876975,78.74631143,36,136.191378,-6.349997596,-8.213151852,-0.31494621
3,1,a,0,122,3-1a_0,1971,1971,Treated,1971,2,383.1,4257,8202,2744.130696,1523.095649,271.7332329,4538.959578,0.020683,0.41147,0.0056174,0.42019,0.0063267,0.42925,0.0068999,0.43487,0.011263,0.43464,43.95730262,0.382343427,0.005857239,24.20833415,0.375137613,0.006763089,19.73148371,0.373503998,0.011596952,0.998671477,0.998062212,0.987932209,0.998062212,0.001328523,0.001937788,0.012067791,0.001937788,NA,NA,NA,NA,NA,85.68406558,25.14262869,22.33678475,50.33370809,24.00905741,NA,NA,NA,NA,NA,88.44647046,28.93293421,25.20261571,189.0293642,29.45457184,23.9132718,17.15462629,18.93422739,1.874932134,37.96378582,7.9236573,2.42375877,0.03422766,17.62903947,0.024655797,18.53414296,0.00363322,1.871298913,0.062516678,38.03448134,0.300901511,24.63336491,40.11969871,36,281.9595779,14.05051402,-0.238384833,13.40111643
3,1,a,170,123,3-1a_170,1971,1971,Treated,1971,2,696.9,8392.5,13902,4419.285353,6562.286812,1140.102325,12121.67449,0.027043,0.42123,0.011012,0.43944,0.0093475,0.43437,0.0045793,0.44442,0.012938,0.4325,1113.532421,0.771048835,0.012143284,808.3526467,0.660449587,0.004502523,903.2685506,0.694874392,0.013335059,0.542678387,0.486091433,0.366203875,0.486091433,0.457321613,0.513908567,0.633796125,0.513908567,NA,NA,NA,NA,NA,66.76080301,17.0192204,18.16816669,37.3125666,18.27631054,NA,NA,NA,NA,NA,124.6508621,38.64837296,48.15845911,212.4546327,48.3267873,92.41821,84.90286677,20.23723342,5.220870577,110.3609708,18.8462667,6.51427275,44.97135849,42.53712332,9.099754243,10.79817749,2.683050117,2.53782046,56.75416285,55.87312128,64.59175458,37.32075639,59.46202508,36,3729.17449,17.94276077,-7.837591729,18.55236488
4,2,c,0,199,4-2c_0,1971,1971,Treated,1971,2,301.8,3306,5880,2531.857632,2613.759767,397.5320817,5543.149481,0.021366,0.41868,0.0075189,0.42432,0.0076178,0.42945,0.0042754,0.43257,0.010147,0.43534,22.11630157,0.374374231,0.007459585,19.90923511,0.373568861,0.004317068,17.28561765,0.372611472,0.010251838,1.001178696,0.999484083,1.000678816,0.999484083,-0.001178696,0.000515917,-0.000678816,0.000515917,NA,NA,NA,NA,NA,93.31025277,20.24554946,23.72478176,62.96274163,27.94974289,NA,NA,NA,NA,NA,90.08871984,23.2294415,26.08267164,197.2792211,25.16800123,24.8574834,26.52182036,10.82470412,1.699608662,39.04613314,6.4482588,2.29905204,0.013824421,26.78201728,-0.01288339,10.94308495,0.000876856,1.698731806,0.001817887,39.42383404,-0.016740542,24.67812855,66.94029746,36,2237.149481,14.18864974,0.018558429,14.74570549
4,2,c,85,200,4-2c_85,1971,1971,Treated,1971,2,291.9,4473,8487,3710.456682,5355.838004,868.3369267,9934.631613,0.02165,0.4143,0.011728,0.43366,0.0074225,0.42995,0.004516,0.44746,0.0102,0.46571,701.2665953,0.621582845,0.011701881,490.2213121,0.544894498,0.004401982,565.5523848,0.572281424,0.009667481,0.727361564,0.681392614,0.605272432,0.681392614,0.272638436,0.318607386,0.394727568,0.318607386,NA,NA,NA,NA,NA,85.20916017,23.58632507,24.9108747,42.68711316,20.72026026,127.2858184,28.673729,34.45178263,203.3777103,38.40610845,158.4198237,39.24214457,43.15131316,231.5591248,36.35725224,52.459344,54.62954764,16.75642238,3.921409561,75.30737958,6.319635,2.16662775,16.49668189,35.28078026,4.45310268,11.88026085,1.249390051,2.67201951,22.19917462,49.83306061,20.66103315,31.68148056,71.11969682,36,5461.631613,22.84803558,1.538141462,18.15158005
4,2,c,170,201,4-2c_170,1971,1971,Treated,1971,2,694.2,5829,13947,4312.559108,6897.244619,1304.930381,12514.73411,0.023061,0.41636,0.011705,0.43517,NA,NA,0.0048183,0.44294,0.012057,0.43486,845.9129496,0.674075285,0.01181047,868.0336792,0.682098052,0.004962605,955.6560599,0.713864288,0.012308066,0.508079241,0.455838889,0.52131158,0.455838889,0.491920759,0.544161111,0.47868842,0.544161111,NA,NA,NA,NA,NA,96.9363913,24.49109588,23.32356814,48.49285158,23.84887373,NA,NA,NA,NA,NA,84.57769086,26.04576146,24.2690034,212.9519679,23.03383124,68.228445,83.16007837,20.77920355,6.287546055,110.226828,16.0089462,NA,46.1947846,38.69695739,10.52785559,10.8736718,3.421438044,2.866108011,60.14407824,52.4367372,32.95445685,35.88877278,62.57319335,36,6685.734108,41.99838298,27.18962139,16.54796442
1,5,b,170,52,1-5b_170,1975,1975,Treated,1975,2,307.8,8019,NA,5998.420811,7364.500795,981.5372589,14344.45886,0.022808,0.41057,0.015893,0.43661,NA,NA,0.0059043,0.44817,0.012605,0.44313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.445967,92.82953252,35.41647599,5.795290438,134.041299,7.0203024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.94202796,40,6325.458865,6.595331953,NA,NA
1,5,b,85,53,1-5b_85,1975,1975,Treated,1975,2,406.8,5164.5,NA,4796.53699,6150.537627,917.3937448,11864.46836,0.021802,0.41258,0.011733,0.43168,NA,NA,0.0040034,0.45094,0.0092622,0.43855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64682423,21.49048161,19.61712169,187.6198869,18.61308173,NA,NA,NA,NA,NA,60.5950785,56.96750961,19.20245619,3.672694118,79.84265991,8.8690536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.03322552,40,6699.968362,19.24758141,NA,NA
1,5,b,0,54,1-5b_0,1975,1975,Treated,1975,2,282,2533.5,NA,3215.396728,2262.980083,367.45744,5845.834251,0.020125,0.4058,0.0087341,0.4224,NA,NA,0.0048736,0.43396,0.009531,0.43906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12784235,21.56846317,15.67055749,1.79084058,39.02986124,5.67525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.98073605,40,3312.334251,16.90201889,NA,NA
2,4,c,0,103,2-4c_0,1975,1975,Treated,1975,2,271.8,3805.5,NA,2586.075473,2952.783,423.888404,5962.746877,0.020229,0.40908,0.007683,0.42622,NA,NA,0.0043756,0.43377,0.0099687,0.43847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2376565,29.43540789,11.31563184,1.854766101,42.60580583,5.4982422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.30470959,40,2157.246877,13.36814933,NA,NA
2,4,c,85,104,2-4c_85,1975,1975,Treated,1975,2,361.8,4783.5,NA,3801.340123,6755.400002,932.8311459,11489.57127,0.026403,0.41243,0.011905,0.43518,NA,NA,0.0040292,0.44517,0.00917,0.43791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.34348868,17.18099643,18.30010945,152.6178082,18.80469499,NA,NA,NA,NA,NA,56.9475675,61.94701802,15.31635962,3.758563253,81.02194089,9.5526054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.37741515,40,6706.071271,24.07437339,NA,NA
2,4,c,170,105,2-4c_170,1975,1975,Treated,1975,2,402,5757,NA,4321.40522,6478.17825,939.5340376,11739.11751,0.02745,0.41241,0.01361,0.43391,NA,NA,0.0047048,0.47569,0.013379,0.44088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.35277,86.67154681,20.33134728,4.42031974,111.4232138,11.0349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.14029256,40,5982.117508,33.07044383,NA,NA
3,2,a,85,133,3-2a_85,1975,1975,Treated,1975,2,1013.7,7536,NA,3521.935964,5553.251037,902.4916246,9977.678626,0.024017,0.42365,0.01015355,0.432395,NA,NA,0.0033464,0.45361,0.011352,0.43786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.5279524,28.31237546,29.12713129,208.7616929,30.82164987,NA,NA,NA,NA,NA,76.5171528,63.04050577,11.78580651,3.020097973,77.84641025,24.3460329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.33599377,40,2441.678626,1.329257455,NA,NA
3,2,a,0,134,3-2a_0,1975,1975,Treated,1975,2,947.4,4938,NA,3432.971133,3295.043358,444.0985632,7172.113054,0.022326,0.42401,0.0076278,0.42978,NA,NA,0.0035879,0.4435,0.009916,0.43427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6660764,32.67364994,12.31715713,1.593381235,46.5841883,21.1516524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.73308516,40,2234.113054,8.918111901,NA,NA
3,2,a,170,135,3-2a_170,1975,1975,Treated,1975,2,909,8580,NA,4098.104891,7183.315735,1040.334051,12321.75468,0.023622,0.42481,0.013986,0.43706,NA,NA,0.0050127,0.44835,0.01391,0.43898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.99988,99.91992187,20.54257039,5.214882497,125.6773748,21.472398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.15679333,40,3741.754677,5.677494758,NA,NA
4,2,d,85,202,4-2d_85,1975,1975,Treated,1975,2,620.4,6120,NA,5130.21322,6632.883076,998.7658989,12761.86219,0.021808,0.42621,0.009058,0.43496,NA,NA,0.0034317,0.45109,0.011475,0.4362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.6558249,29.05769119,27.78506665,170.0349821,41.97535398,NA,NA,NA,NA,NA,55.43496,76.1123333,17.60535271,3.427464935,97.14515094,13.5296832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2780665,40,6641.862195,41.71019094,NA,NA
4,2,d,0,203,4-2d_0,1975,1975,Treated,1975,2,316.2,3802.5,NA,2167.976695,1779.958314,281.1187558,4229.053765,0.019625,0.42055,0.0033706,0.21212815,NA,NA,0.0049392,0.43113,0.010055,0.43757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8167065,17.89748085,10.70807049,1.388501759,29.9940531,6.205425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.34370751,40,426.5537648,17.1773466,NA,NA
